         # x	           y	           z	          vx	          vy	          vz
  -0.6582166	  -1.7927040	   0.0018601	   0.0005045	   0.0015188	  -0.0000027
  -0.6467204	  -1.7591694	   0.0017991	   0.0005301	   0.0014992	  -0.0000028
  -0.6346581	  -1.7260808	   0.0017374	   0.0005555	   0.0014786	  -0.0000028
  -0.6220342	  -1.6934595	   0.0016751	   0.0005806	   0.0014571	  -0.0000028
  -0.6088530	  -1.6613269	   0.0016122	   0.0006056	   0.0014347	  -0.0000028
  -0.5951194	  -1.6297037	   0.0015487	   0.0006304	   0.0014113	  -0.0000029
  -0.5808382	  -1.5986110	   0.0014847	   0.0006549	   0.0013869	  -0.0000029
  -0.5660147	  -1.5680693	   0.0014201	   0.0006792	   0.0013617	  -0.0000029
  -0.5660147	  -1.5680693	   0.0014201	   0.0006373	   0.0013794	  -0.0000018
  -0.5515769	  -1.5376886	   0.0013793	   0.0006620	   0.0013548	  -0.0000018
  -0.5365923	  -1.5078648	   0.0013381	   0.0006865	   0.0013292	  -0.0000019
  -0.5210663	  -1.4786188	   0.0012963	   0.0007108	   0.0013028	  -0.0000019
  -0.5050044	  -1.4499707	   0.0012541	   0.0007348	   0.0012754	  -0.0000019
  -0.4884123	  -1.4219409	   0.0012115	   0.0007585	   0.0012471	  -0.0000019
  -0.4712961	  -1.3945493	   0.0011684	   0.0007819	   0.0012180	  -0.0000019
  -0.4536619	  -1.3678155	   0.0011249	   0.0008051	   0.0011879	  -0.0000020
  -0.4355159	  -1.3417592	   0.0010809	   0.0008280	   0.0011570	  -0.0000020
  -0.4168647	  -1.3163995	   0.0010366	   0.0008506	   0.0011252	  -0.0000020
  -0.4168647	  -1.3163995	   0.0010366	   0.0008601	   0.0011251	  -0.0000029
  -0.3975044	  -1.2917615	   0.0009730	   0.0008823	   0.0010921	  -0.0000029
  -0.3776526	  -1.2678659	   0.0009089	   0.0009043	   0.0010583	  -0.0000029
  -0.3573163	  -1.2447312	   0.0008446	   0.0009259	   0.0010237	  -0.0000029
  -0.3365030	  -1.2223755	   0.0007799	   0.0009472	   0.0009882	  -0.0000029
  -0.3152200	  -1.2008168	   0.0007150	   0.0009682	   0.0009519	  -0.0000029
  -0.2934749	  -1.1800727	   0.0006498	   0.0009888	   0.0009149	  -0.0000029
  -0.2712757	  -1.1601606	   0.0005844	   0.0010091	   0.0008771	  -0.0000029
  -0.2486301	  -1.1410975	   0.0005187	   0.0010290	   0.0008385	  -0.0000030
  -0.2255464	  -1.1229002	   0.0004529	   0.0010485	   0.0007992	  -0.0000030
  -0.2255464	  -1.1229002	   0.0004529	   0.0010459	   0.0008004	  -0.0000027
  -0.2020909	  -1.1055565	   0.0003935	   0.0010651	   0.0007604	  -0.0000027
  -0.1782128	  -1.0891089	   0.0003339	   0.0010839	   0.0007197	  -0.0000027
  -0.1539208	  -1.0735733	   0.0002742	   0.0011023	   0.0006783	  -0.0000027
  -0.1292236	  -1.0589652	   0.0002144	   0.0011204	   0.0006363	  -0.0000027
  -0.1041299	  -1.0452998	   0.0001545	   0.0011380	   0.0005935	  -0.0000027
  -0.0786488	  -1.0325918	   0.0000945	   0.0011552	   0.0005501	  -0.0000027
  -0.0527895	  -1.0208559	   0.0000346	   0.0011720	   0.0005060	  -0.0000027
  -0.0265611	  -1.0101061	  -0.0000254	   0.0011884	   0.0004613	  -0.0000027
   0.0000269	  -1.0003562	  -0.0000854	   0.0012044	   0.0004160	  -0.0000027
   0.0000269	  -1.0003562	  -0.0000854	   0.0000000	   0.0000000	   0.0000000
