 # Dv [km/s]	     dx [km]	     dy [km]	     dz [km]	     dr [km]	  dvx [km/s]	  dvy [km/s]	  dvz [km/s]	   dv [km/s]	e_los_2 [km]	e_los_inf [km]	      reward
   0.0047183	  -0.0000466	  -0.0003773	   0.0000127	   0.0003804	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016715	   0.0011472	  -0.0436935
   0.0063489	  -0.0000820	  -0.0006188	  -0.0001060	   0.0006332	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0047056	   0.0045609	  -0.0896484
   0.0046598	   0.0002864	  -0.0001791	  -0.0000443	   0.0003407	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0024111	   0.0020156	  -0.0538723
   0.0043955	   0.0000489	  -0.0000208	  -0.0000477	   0.0000714	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0021105	   0.0019248	  -0.0456259
   0.0063012	   0.0000266	  -0.0004000	  -0.0000002	   0.0004009	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0048262	   0.0046043	  -0.0919943
   0.0063475	  -0.0002121	  -0.0002426	  -0.0000760	   0.0003311	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0053445	   0.0052053	  -0.0962591
   0.0082547	   0.0002773	  -0.0007174	   0.0000027	   0.0007691	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016158	   0.0016158	  -0.0664577
   0.0063002	  -0.0003267	  -0.0004500	   0.0000125	   0.0005563	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0038477	   0.0033944	  -0.0835109
   0.0051733	  -0.0002074	  -0.0002797	  -0.0000055	   0.0003483	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0028307	   0.0022837	  -0.0640507
   0.0062733	   0.0003975	  -0.0001977	  -0.0000133	   0.0004441	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0040275	   0.0037618	  -0.0833188
   0.0044188	  -0.0001962	  -0.0003893	  -0.0001098	   0.0004496	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0019673	   0.0017237	  -0.0448571
   0.0052258	   0.0000980	  -0.0005813	  -0.0000193	   0.0005899	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0027159	   0.0023397	  -0.0611298
   0.0041501	   0.0001108	  -0.0006839	  -0.0000900	   0.0006986	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0017518	   0.0015214	  -0.0402200
   0.0047515	  -0.0000629	  -0.0004266	  -0.0000179	   0.0004316	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0017530	   0.0011301	  -0.0442823
   0.0058478	   0.0001218	  -0.0003824	  -0.0000591	   0.0004057	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0034950	   0.0025894	  -0.0783537
   0.0049255	   0.0001400	  -0.0003078	  -0.0000035	   0.0003382	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0015270	   0.0011526	  -0.0415279
   0.0071026	   0.0000130	  -0.0005476	  -0.0000233	   0.0005482	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0061911	   0.0059263	  -0.1145740
   0.0040228	   0.0002027	  -0.0001944	  -0.0001076	   0.0003008	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0009970	   0.0006242	  -0.0284706
   0.0041364	   0.0002893	  -0.0005990	  -0.0000813	   0.0006701	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016890	   0.0013176	  -0.0400872
   0.0056569	   0.0003001	  -0.0006217	  -0.0001065	   0.0006985	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0032766	   0.0024150	  -0.0742061
   0.0072006	   0.0004836	  -0.0001310	   0.0000109	   0.0005012	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0057610	   0.0055502	  -0.1089478
   0.0064561	  -0.0003985	  -0.0001704	  -0.0000969	   0.0004441	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0051689	   0.0049985	  -0.0957286
   0.0048212	   0.0003289	  -0.0007054	  -0.0000492	   0.0007799	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0028261	   0.0024897	  -0.0606301
   0.0050206	  -0.0000228	  -0.0002423	   0.0000047	   0.0002434	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0040457	   0.0037123	  -0.0766743
   0.0042979	  -0.0000646	  -0.0004747	  -0.0000705	   0.0004842	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0013125	   0.0007921	  -0.0330620
   0.0039913	  -0.0000763	  -0.0007758	  -0.0000295	   0.0007801	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0011392	   0.0008003	  -0.0311551
   0.0076658	   0.0000959	  -0.0001191	  -0.0000276	   0.0001554	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0032533	   0.0023240	  -0.0871111
   0.0060479	   0.0005334	  -0.0003473	  -0.0000839	   0.0006420	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0029080	   0.0024789	  -0.0704539
   0.0077693	   0.0001647	  -0.0003082	  -0.0000795	   0.0003584	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0023642	   0.0023275	  -0.0700702
   0.0055061	  -0.0001988	  -0.0001496	  -0.0000100	   0.0002490	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0042370	   0.0034446	  -0.0858253
   0.0046037	  -0.0000221	  -0.0002403	  -0.0000979	   0.0002604	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0026424	   0.0021052	  -0.0570361
   0.0043791	   0.0003133	  -0.0004333	  -0.0000319	   0.0005357	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0010642	   0.0009019	  -0.0332485
   0.0073649	  -0.0002453	  -0.0005634	  -0.0000152	   0.0006147	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0012343	   0.0010083	  -0.0561255
   0.0040898	   0.0000780	  -0.0004926	  -0.0000904	   0.0005068	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0014486	   0.0010584	  -0.0366688
   0.0048646	   0.0001484	  -0.0003597	  -0.0001092	   0.0004042	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0028322	   0.0022924	  -0.0619873
   0.0061961	   0.0002604	  -0.0004246	  -0.0001030	   0.0005087	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0026525	   0.0021352	  -0.0673697
   0.0071780	  -0.0000908	  -0.0005449	  -0.0000300	   0.0005532	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0032109	   0.0027951	  -0.0825202
   0.0045256	  -0.0002108	   0.0000348	  -0.0000679	   0.0002242	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0022986	   0.0021970	  -0.0471966
   0.0045682	  -0.0004199	  -0.0005315	  -0.0000773	   0.0006818	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0024767	   0.0021482	  -0.0539242
   0.0045642	   0.0001573	  -0.0005271	  -0.0000045	   0.0005501	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016245	   0.0008329	  -0.0407355
   0.0040612	  -0.0003516	  -0.0006360	  -0.0000413	   0.0007279	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0012105	   0.0008570	  -0.0343512
   0.0054153	  -0.0000921	   0.0000370	  -0.0000280	   0.0001031	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0040171	   0.0035155	  -0.0806954
   0.0042221	   0.0003391	  -0.0002613	   0.0001163	   0.0004436	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0027833	   0.0016335	  -0.0629705
   0.0069087	  -0.0001463	  -0.0007343	  -0.0000629	   0.0007514	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0047430	   0.0044725	  -0.0965455
   0.0048860	   0.0004144	  -0.0000470	  -0.0000376	   0.0004187	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0027644	   0.0019551	  -0.0614545
   0.0040626	  -0.0000812	  -0.0001417	   0.0000944	   0.0001887	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0026982	   0.0017747	  -0.0575871
   0.0044386	  -0.0004288	  -0.0004869	  -0.0000681	   0.0006523	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016056	   0.0014162	  -0.0397415
   0.0041984	   0.0002038	  -0.0003309	  -0.0000131	   0.0003889	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0012332	   0.0009062	  -0.0343455
   0.0045008	  -0.0002807	  -0.0004726	  -0.0000870	   0.0005565	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0019077	   0.0016770	  -0.0449205
   0.0045851	  -0.0000437	  -0.0007689	  -0.0001081	   0.0007777	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0026641	   0.0022857	  -0.0565710
   0.0049997	  -0.0000945	  -0.0002282	  -0.0000908	   0.0002632	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0034109	   0.0024993	  -0.0713719
   0.0039938	   0.0002183	  -0.0004992	   0.0000060	   0.0005449	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0010514	   0.0007158	  -0.0295167
   0.0072906	  -0.0001791	  -0.0002968	   0.0000183	   0.0003471	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016135	   0.0013381	  -0.0610014
   0.0042533	   0.0000750	  -0.0006211	  -0.0000659	   0.0006291	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0007772	   0.0005479	  -0.0289626
   0.0043918	   0.0006495	  -0.0001178	   0.0000936	   0.0006667	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0031285	   0.0020092	  -0.0701902
   0.0041423	  -0.0000626	  -0.0002696	  -0.0001459	   0.0003129	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0017102	   0.0013884	  -0.0401514
   0.0048718	  -0.0002566	   0.0000364	  -0.0000237	   0.0002603	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0032444	   0.0027085	  -0.0674254
   0.0076902	   0.0000631	  -0.0003524	  -0.0000235	   0.0003588	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0025714	   0.0022792	  -0.0759657
   0.0043602	   0.0001544	  -0.0002839	  -0.0001691	   0.0003647	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0020231	   0.0018370	  -0.0443212
   0.0041910	   0.0005395	  -0.0004903	   0.0001274	   0.0007401	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0036433	   0.0023505	  -0.0774268
   0.0047421	   0.0001333	  -0.0006153	   0.0000083	   0.0006296	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0018479	   0.0012514	  -0.0448606
   0.0050516	  -0.0001593	  -0.0004440	  -0.0000920	   0.0004806	   0.0000000	  -0.0000000	  -0.0000000	   0.0000000	   0.0033154	   0.0023676	  -0.0705410
   0.0046255	  -0.0002650	  -0.0000916	  -0.0000117	   0.0002806	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0024986	   0.0017838	  -0.0559918
   0.0053318	   0.0004632	  -0.0003894	  -0.0000615	   0.0006082	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0045063	   0.0040603	  -0.0858033
   0.0057044	   0.0000227	  -0.0007365	  -0.0000921	   0.0007426	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0029733	   0.0024621	  -0.0695616
   0.0040486	  -0.0000553	  -0.0001601	   0.0000962	   0.0001948	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0024713	   0.0014093	  -0.0558419
   0.0050247	  -0.0002616	   0.0000014	  -0.0001417	   0.0002975	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0034999	   0.0029904	  -0.0715796
   0.0066033	  -0.0000629	  -0.0003699	   0.0000179	   0.0003756	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0052580	   0.0047955	  -0.1035396
   0.0051255	   0.0001386	  -0.0005004	  -0.0000292	   0.0005200	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0039383	   0.0034402	  -0.0777577
   0.0075191	  -0.0002700	  -0.0000278	  -0.0000451	   0.0002751	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0027898	   0.0020283	  -0.0794798
   0.0056231	   0.0001511	  -0.0006611	  -0.0000308	   0.0006788	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016314	   0.0014807	  -0.0485619
   0.0063088	   0.0003612	  -0.0003016	  -0.0001060	   0.0004823	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0027100	   0.0020871	  -0.0715373
   0.0052503	  -0.0000224	  -0.0000161	  -0.0001483	   0.0001509	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0037671	   0.0029767	  -0.0778561
   0.0042334	   0.0002281	  -0.0000947	  -0.0001485	   0.0002882	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0018331	   0.0016095	  -0.0429854
   0.0040155	   0.0001676	  -0.0005305	   0.0000339	   0.0005574	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0012994	   0.0007468	  -0.0326172
   0.0075543	   0.0003288	  -0.0004208	  -0.0000123	   0.0005342	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0017412	   0.0017036	  -0.0624325
   0.0073466	   0.0001014	  -0.0004042	   0.0000033	   0.0004167	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0046371	   0.0042859	  -0.0995390
   0.0052942	  -0.0004934	  -0.0006622	  -0.0001616	   0.0008415	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0022169	   0.0021081	  -0.0533534
   0.0050067	  -0.0000029	  -0.0000390	   0.0000228	   0.0000453	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0029225	   0.0024841	  -0.0636152
   0.0041497	   0.0000245	  -0.0003325	  -0.0001204	   0.0003545	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0014995	   0.0012314	  -0.0372770
   0.0045144	  -0.0000238	  -0.0003738	  -0.0000451	   0.0003773	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0014919	   0.0009809	  -0.0384642
   0.0045127	   0.0002123	  -0.0004803	  -0.0001239	   0.0005396	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0028404	   0.0021787	  -0.0624541
   0.0042554	   0.0003532	  -0.0001640	  -0.0000585	   0.0003938	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0015194	   0.0011414	  -0.0363064
   0.0081368	   0.0004121	  -0.0004553	   0.0000054	   0.0006141	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0021535	   0.0021535	  -0.0708939
   0.0073123	   0.0004233	  -0.0004524	  -0.0000840	   0.0006252	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0045283	   0.0039330	  -0.1005754
   0.0040342	  -0.0003412	  -0.0007081	   0.0000098	   0.0007861	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016112	   0.0010414	  -0.0361260
   0.0048367	  -0.0000514	  -0.0006012	   0.0000083	   0.0006034	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0018879	   0.0011201	  -0.0479197
   0.0045392	   0.0001806	  -0.0008899	   0.0000171	   0.0009082	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0014860	   0.0009614	  -0.0393160
   0.0041513	   0.0002282	  -0.0006426	  -0.0000871	   0.0006875	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0018964	   0.0016261	  -0.0436975
   0.0050895	   0.0003348	  -0.0006888	  -0.0000363	   0.0007667	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0031307	   0.0026758	  -0.0668127
   0.0055021	   0.0000612	  -0.0005260	   0.0000052	   0.0005296	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0040700	   0.0036609	  -0.0811040
   0.0066450	  -0.0004017	  -0.0000664	  -0.0000830	   0.0004155	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0030754	   0.0028267	  -0.0745768
   0.0040806	   0.0004989	  -0.0002090	   0.0000413	   0.0005425	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016792	   0.0010020	  -0.0391887
   0.0039022	  -0.0001319	  -0.0003659	   0.0000702	   0.0003952	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016171	   0.0010277	  -0.0375793
   0.0044678	   0.0002516	  -0.0008063	   0.0000457	   0.0008459	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0017065	   0.0010416	  -0.0430797
   0.0052474	  -0.0000613	  -0.0001077	  -0.0000836	   0.0001494	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0036892	   0.0032166	  -0.0752036
   0.0062657	  -0.0000257	  -0.0007749	   0.0000173	   0.0007756	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0048955	   0.0046225	  -0.0931869
   0.0048697	   0.0000073	  -0.0004918	  -0.0001325	   0.0005094	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0029995	   0.0022952	  -0.0642863
   0.0050552	   0.0003900	  -0.0006381	  -0.0000816	   0.0007523	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0031567	   0.0025190	  -0.0679441
   0.0047001	   0.0000383	  -0.0002878	  -0.0000362	   0.0002925	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016811	   0.0009224	  -0.0428662
   0.0039653	  -0.0003653	  -0.0003685	  -0.0000149	   0.0005191	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0014650	   0.0009567	  -0.0332952
   0.0049548	  -0.0000783	  -0.0005609	  -0.0000236	   0.0005668	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0021332	   0.0014690	  -0.0538123
   0.0065054	  -0.0000577	  -0.0002864	  -0.0000925	   0.0003065	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0048414	   0.0046733	  -0.0918521
   0.0051478	  -0.0002670	  -0.0005337	  -0.0000200	   0.0005971	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0039649	   0.0032412	  -0.0796647
   0.0071233	   0.0000053	  -0.0006202	  -0.0000295	   0.0006210	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0011748	   0.0008877	  -0.0541551
   0.0043340	   0.0003271	  -0.0008465	   0.0000200	   0.0009077	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0019967	   0.0013307	  -0.0468539
   0.0056981	  -0.0000922	  -0.0001779	  -0.0000519	   0.0002070	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0012489	   0.0012047	  -0.0450350
   0.0081717	   0.0004000	  -0.0002963	   0.0000115	   0.0004979	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0017711	   0.0017711	  -0.0671895
   0.0046604	  -0.0001084	  -0.0003211	  -0.0000609	   0.0003443	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0026675	   0.0022434	  -0.0578978
   0.0056556	  -0.0002776	  -0.0001243	  -0.0000782	   0.0003141	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0034275	   0.0026390	  -0.0759651
   0.0070746	   0.0002195	  -0.0001074	  -0.0000330	   0.0002466	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0057618	   0.0054204	  -0.1108727
   0.0043801	   0.0005490	  -0.0001263	   0.0000439	   0.0005650	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0017905	   0.0013064	  -0.0432011
   0.0062285	   0.0002720	  -0.0006620	   0.0000162	   0.0007159	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0043678	   0.0041331	  -0.0874254
   0.0048663	   0.0001651	  -0.0006011	  -0.0000159	   0.0006235	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0025973	   0.0020266	  -0.0588255
   0.0040659	  -0.0003220	  -0.0005825	  -0.0000817	   0.0006706	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0009238	   0.0007106	  -0.0293826
   0.0047702	  -0.0002026	   0.0000035	  -0.0001208	   0.0002359	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0034297	   0.0027737	  -0.0695049
   0.0049108	   0.0000788	  -0.0003602	  -0.0001510	   0.0003985	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0031252	   0.0022526	  -0.0669269
   0.0054324	  -0.0001946	  -0.0007143	  -0.0001351	   0.0007526	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0039059	   0.0033429	  -0.0800985
   0.0051173	   0.0000845	  -0.0004066	  -0.0000636	   0.0004202	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0032256	   0.0027788	  -0.0682812
   0.0048504	  -0.0000383	  -0.0001203	   0.0000014	   0.0001263	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0021541	   0.0016110	  -0.0531058
   0.0061594	   0.0003748	  -0.0004496	  -0.0000175	   0.0005856	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0031554	   0.0023076	  -0.0752170
   0.0040625	  -0.0003146	  -0.0004675	   0.0000196	   0.0005638	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016952	   0.0011072	  -0.0398195
   0.0057681	  -0.0002442	  -0.0000525	  -0.0001368	   0.0002848	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0036835	   0.0030156	  -0.0797623
   0.0050492	   0.0002382	  -0.0000352	  -0.0000436	   0.0002447	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0037346	   0.0029849	  -0.0757496
   0.0052470	   0.0003319	  -0.0006447	  -0.0000650	   0.0007280	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0030645	   0.0025857	  -0.0668153
   0.0053531	   0.0000605	  -0.0000337	  -0.0001122	   0.0001318	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0040344	   0.0032240	  -0.0821811
   0.0064328	  -0.0002280	  -0.0006078	  -0.0000802	   0.0006541	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0045233	   0.0038370	  -0.0949059
   0.0068239	   0.0002554	  -0.0004634	  -0.0000458	   0.0005311	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0056582	   0.0054212	  -0.1054485
   0.0046679	   0.0003424	  -0.0007898	   0.0000340	   0.0008615	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0019412	   0.0011430	  -0.0491239
   0.0073283	  -0.0005006	  -0.0006761	  -0.0000856	   0.0008456	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0012167	   0.0008344	  -0.0544327
   0.0044401	   0.0001508	  -0.0006831	  -0.0001290	   0.0007113	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0028778	   0.0020697	  -0.0610345
   0.0047162	   0.0002003	  -0.0003493	   0.0000005	   0.0004027	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0022391	   0.0016812	  -0.0527192
   0.0038575	   0.0002910	  -0.0004116	  -0.0000236	   0.0005046	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0005725	   0.0004303	  -0.0257210
   0.0043157	  -0.0000613	  -0.0006680	  -0.0000072	   0.0006708	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0020927	   0.0017806	  -0.0452974
   0.0045025	  -0.0002861	   0.0000039	  -0.0000038	   0.0002862	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0024909	   0.0024282	  -0.0492988
   0.0043086	   0.0003383	  -0.0004586	  -0.0000605	   0.0005730	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0018925	   0.0017390	  -0.0428554
   0.0045311	   0.0001949	  -0.0006648	   0.0000468	   0.0006943	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0021596	   0.0013890	  -0.0522906
   0.0051294	  -0.0002287	  -0.0003266	  -0.0000015	   0.0003987	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0036356	   0.0035555	  -0.0673338
   0.0042963	   0.0001528	  -0.0007733	   0.0000300	   0.0007888	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0015750	   0.0010797	  -0.0392781
   0.0048620	   0.0001241	  -0.0002503	  -0.0000285	   0.0002808	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0030253	   0.0021397	  -0.0652901
   0.0049942	   0.0000216	  -0.0006926	  -0.0000678	   0.0006962	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0027365	   0.0019837	  -0.0618807
   0.0072563	   0.0000048	  -0.0003405	  -0.0001360	   0.0003667	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0013397	   0.0012300	  -0.0559842
   0.0049902	  -0.0000287	  -0.0006801	  -0.0001413	   0.0006952	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0029253	   0.0024823	  -0.0637202
   0.0045786	  -0.0000601	  -0.0005603	  -0.0001210	   0.0005764	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0022770	   0.0018689	  -0.0521046
   0.0040911	  -0.0000398	  -0.0005410	  -0.0001316	   0.0005582	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016661	   0.0015150	  -0.0391384
   0.0053533	   0.0006372	  -0.0000364	  -0.0000289	   0.0006389	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0039039	   0.0033200	  -0.0795202
   0.0047821	  -0.0003721	  -0.0004262	  -0.0001444	   0.0005839	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0035856	   0.0027694	  -0.0723034
   0.0063868	   0.0004780	  -0.0002033	  -0.0000999	   0.0005289	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0021347	   0.0017745	  -0.0620948
   0.0057800	  -0.0001006	  -0.0001947	  -0.0001047	   0.0002429	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0035887	   0.0027589	  -0.0790725
   0.0047861	   0.0002727	  -0.0004220	  -0.0000632	   0.0005064	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0024922	   0.0017782	  -0.0566951
   0.0069031	   0.0002309	  -0.0002182	  -0.0000762	   0.0003267	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0047212	   0.0044571	  -0.0966764
   0.0038206	   0.0004929	  -0.0006784	   0.0000490	   0.0008400	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0011913	   0.0006721	  -0.0297058
   0.0042106	  -0.0002272	  -0.0002726	  -0.0001067	   0.0003705	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0015418	   0.0011115	  -0.0385014
   0.0049380	  -0.0001279	  -0.0005939	  -0.0001888	   0.0006362	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0034867	   0.0024836	  -0.0723354
   0.0044206	  -0.0002017	  -0.0004262	   0.0000679	   0.0004764	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0016585	   0.0011203	  -0.0416560
   0.0050293	  -0.0003244	  -0.0004529	  -0.0000927	   0.0005647	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0030144	   0.0025828	  -0.0648173
   0.0047086	  -0.0001640	  -0.0001485	  -0.0001481	   0.0002663	   0.0000000	  -0.0000000	  -0.0000000	   0.0000000	   0.0027173	   0.0022028	  -0.0600716
   0.0050501	   0.0001298	  -0.0003822	  -0.0000693	   0.0004095	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0023705	   0.0020156	  -0.0555685
   0.0047217	   0.0000719	  -0.0000695	  -0.0000496	   0.0001116	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0030979	   0.0029182	  -0.0601613
