 # Dv [km/s]	     dx [km]	     dy [km]	     dz [km]	     dr [km]	  dvx [km/s]	  dvy [km/s]	  dvz [km/s]	   dv [km/s]	e_los_2 [km]	e_los_inf [km]	      reward
   0.0069161	  -0.0000559	   0.0000600	  -0.0002875	   0.0002990	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0461071
   0.0050996	   0.0001021	   0.0000099	   0.0001254	   0.0001620	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0339971
   0.0048332	   0.0000244	   0.0001913	   0.0001858	   0.0002678	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0322214
   0.0069099	  -0.0001506	  -0.0001391	  -0.0008417	   0.0008663	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0464320
   0.0068682	  -0.0002247	   0.0003379	  -0.0001171	   0.0004223	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0457880
   0.0091619	   0.0002109	  -0.0000599	  -0.0000261	   0.0002208	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0610791
   0.0067073	  -0.0003179	  -0.0001905	   0.0001527	   0.0004008	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0447155
   0.0054169	  -0.0004902	   0.0000577	   0.0000602	   0.0004972	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0361127
   0.0067607	   0.0004542	   0.0001859	   0.0000704	   0.0004958	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0450715
   0.0047345	  -0.0001163	  -0.0001221	   0.0001057	   0.0001990	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0315633
   0.0054845	  -0.0000329	  -0.0003384	   0.0000595	   0.0003451	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0365632
   0.0045434	   0.0001869	  -0.0003304	   0.0002257	   0.0004417	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0302893
   0.0050270	  -0.0000803	  -0.0000856	   0.0002064	   0.0002374	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0335132
   0.0062189	   0.0001001	  -0.0001415	   0.0000023	   0.0001733	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0414592
   0.0052609	   0.0001551	  -0.0000164	   0.0001664	   0.0002281	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0350724
   0.0075910	  -0.0000102	  -0.0000954	   0.0000100	   0.0000964	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0506069
   0.0043669	   0.0002337	   0.0002753	   0.0003127	   0.0004777	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0291128
   0.0046382	   0.0003417	  -0.0002007	   0.0002173	   0.0004519	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0309215
   0.0060663	   0.0002777	  -0.0004280	  -0.0000976	   0.0005195	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0404615
   0.0077068	   0.0003917	   0.0002536	   0.0000397	   0.0004683	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0513788
   0.0070072	  -0.0003504	   0.0004076	  -0.0001406	   0.0005556	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0467702
   0.0050590	   0.0002493	  -0.0004799	   0.0000306	   0.0005416	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0337685
   0.0055241	  -0.0000489	  -0.0000323	   0.0001854	   0.0001944	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0368270
   0.0045475	  -0.0001573	   0.0000543	   0.0003886	   0.0004228	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0303164
   0.0043149	  -0.0002203	  -0.0002352	   0.0003255	   0.0004580	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0287660
   0.0083770	  -0.0000096	   0.0002693	  -0.0000243	   0.0002706	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0558465
   0.0064708	   0.0003583	   0.0001499	  -0.0002733	   0.0004749	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0431385
   0.0085011	   0.0002416	   0.0001364	  -0.0002465	   0.0003712	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0566739
   0.0059170	  -0.0004372	   0.0000613	   0.0000226	   0.0004420	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0394465
   0.0050941	   0.0000332	   0.0000384	   0.0001554	   0.0001634	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0339609
   0.0046428	   0.0002606	  -0.0000212	   0.0002609	   0.0003694	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0309519
   0.0081542	  -0.0001121	  -0.0002429	   0.0001456	   0.0003046	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0543616
   0.0045613	   0.0001699	  -0.0000796	   0.0002179	   0.0002875	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0304089
   0.0053107	   0.0001528	  -0.0001436	  -0.0000130	   0.0002100	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0354047
   0.0065778	   0.0002576	  -0.0001690	   0.0000838	   0.0003193	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0438517
   0.0078833	   0.0000358	  -0.0002042	   0.0001958	   0.0002852	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0525554
   0.0049295	  -0.0003316	   0.0002253	   0.0001287	   0.0004211	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0328631
   0.0051010	  -0.0003490	  -0.0002245	   0.0001872	   0.0004552	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0340065
   0.0048411	   0.0000365	  -0.0000807	   0.0002767	   0.0002905	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0322737
   0.0045304	  -0.0003028	  -0.0003218	   0.0001609	   0.0004703	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0302026
   0.0058468	  -0.0002313	   0.0002233	   0.0000456	   0.0003247	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0389789
   0.0045687	  -0.0003600	   0.0004748	   0.0001174	   0.0006073	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0305655
   0.0074116	  -0.0000262	  -0.0003985	   0.0002140	   0.0004531	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0494110
   0.0053195	   0.0001007	   0.0002316	   0.0001121	   0.0002763	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0354636
   0.0043936	  -0.0006078	   0.0005203	  -0.0000498	   0.0008017	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0295926
   0.0047447	  -0.0004117	  -0.0002226	   0.0001334	   0.0004866	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0316315
   0.0045622	   0.0002315	  -0.0000189	   0.0001818	   0.0002950	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0304144
   0.0050507	  -0.0001823	  -0.0001247	   0.0002124	   0.0003064	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0336715
   0.0048904	  -0.0000128	  -0.0005566	  -0.0000169	   0.0005570	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0326596
   0.0053503	  -0.0002993	   0.0002767	  -0.0001715	   0.0004422	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0356684
   0.0043898	   0.0002576	  -0.0000796	   0.0002192	   0.0003475	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0292656
   0.0080401	  -0.0000585	  -0.0000210	   0.0001120	   0.0001281	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0536008
   0.0045864	   0.0001249	  -0.0002566	   0.0001940	   0.0003451	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0305761
   0.0047917	  -0.0000219	   0.0006515	  -0.0000677	   0.0006554	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0320998
   0.0045104	   0.0000389	   0.0001018	   0.0002111	   0.0002376	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0300690
   0.0053672	  -0.0003358	   0.0002169	   0.0001314	   0.0004208	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0357813
   0.0084379	   0.0001002	  -0.0000631	   0.0000086	   0.0001187	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0562528
   0.0047429	   0.0002510	  -0.0000409	   0.0000638	   0.0002622	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0316196
   0.0045641	  -0.0001289	   0.0003363	  -0.0002840	   0.0004586	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0304273
   0.0050878	   0.0000583	  -0.0002012	   0.0002249	   0.0003074	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0339185
   0.0054218	  -0.0005362	   0.0001161	  -0.0000870	   0.0005555	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0362006
   0.0050753	  -0.0003901	   0.0000644	   0.0001812	   0.0004349	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0338356
   0.0057650	   0.0003376	  -0.0001643	   0.0000142	   0.0003757	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0384334
   0.0061289	  -0.0000027	  -0.0005077	  -0.0000283	   0.0005085	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0408681
   0.0043518	  -0.0006005	   0.0005775	   0.0001639	   0.0008491	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0293608
   0.0055132	  -0.0001453	   0.0002068	  -0.0000027	   0.0002527	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0367548
   0.0070052	  -0.0000488	  -0.0001473	   0.0001934	   0.0002479	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0467015
   0.0056002	   0.0001114	  -0.0002841	   0.0001146	   0.0003260	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0373346
   0.0082385	  -0.0001829	   0.0002399	   0.0001136	   0.0003224	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0549234
   0.0060779	   0.0002186	  -0.0002900	   0.0002021	   0.0004156	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0405196
   0.0067129	   0.0003445	  -0.0000088	  -0.0001772	   0.0003875	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0447527
   0.0056343	  -0.0001608	   0.0006141	  -0.0004310	   0.0007673	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0378292
   0.0046982	   0.0003584	   0.0002647	   0.0002136	   0.0004941	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0313210
   0.0043952	   0.0000916	  -0.0000776	   0.0001815	   0.0002176	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0293012
   0.0083211	   0.0004403	  -0.0001703	   0.0001792	   0.0005050	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0554786
   0.0079138	   0.0000907	   0.0000378	   0.0000227	   0.0001008	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0527585
   0.0056041	  -0.0003424	  -0.0005216	  -0.0002143	   0.0006597	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0375205
   0.0054078	  -0.0005648	   0.0005035	   0.0003202	   0.0008216	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0363740
   0.0046489	   0.0001078	   0.0000850	   0.0002488	   0.0002842	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0309927
   0.0047485	  -0.0000975	   0.0000434	   0.0003893	   0.0004037	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0316566
   0.0049174	   0.0002011	  -0.0002199	   0.0000819	   0.0003090	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0327830
   0.0045762	   0.0003594	   0.0002312	   0.0002325	   0.0004865	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0305077
   0.0090015	   0.0002920	   0.0001217	  -0.0000198	   0.0003170	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0600098
   0.0078755	   0.0005159	  -0.0000619	  -0.0001200	   0.0005333	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0525369
   0.0043855	  -0.0004413	  -0.0001686	   0.0002717	   0.0005449	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0292817
   0.0051153	  -0.0000891	  -0.0002914	   0.0001929	   0.0003606	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0341019
   0.0048508	  -0.0001911	  -0.0004035	   0.0004010	   0.0006002	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0324386
   0.0045339	   0.0003038	  -0.0002821	   0.0002114	   0.0004654	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0302257
   0.0053198	   0.0002322	  -0.0004328	  -0.0000003	   0.0004912	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0354655
   0.0059422	  -0.0004017	  -0.0000615	   0.0000646	   0.0004115	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0396147
   0.0072988	  -0.0004464	   0.0004687	  -0.0003031	   0.0007147	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0488737
   0.0044235	   0.0003739	   0.0004348	   0.0001696	   0.0005980	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0295878
   0.0042469	  -0.0004043	   0.0002923	   0.0002271	   0.0005482	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0283608
   0.0047609	   0.0002246	  -0.0003261	   0.0002349	   0.0004604	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0317396
   0.0057282	  -0.0000032	   0.0001584	   0.0001251	   0.0002019	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0381879
   0.0068156	  -0.0001903	  -0.0005696	  -0.0005415	   0.0008086	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0457456
   0.0052501	  -0.0000952	  -0.0002345	  -0.0001824	   0.0003119	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0350007
   0.0054503	   0.0000884	  -0.0001892	  -0.0001494	   0.0002568	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0363352
   0.0049582	   0.0000280	   0.0000579	   0.0001986	   0.0002088	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0330544
   0.0042950	  -0.0004700	   0.0002169	   0.0003252	   0.0006113	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0287450
   0.0052793	  -0.0000853	  -0.0002531	   0.0001887	   0.0003270	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0351956
   0.0070775	  -0.0000278	   0.0002529	  -0.0001019	   0.0002740	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0471834
   0.0055671	  -0.0005468	  -0.0001718	   0.0000113	   0.0005733	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0371870
   0.0078903	   0.0000236	  -0.0001179	  -0.0000813	   0.0001452	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0526020
   0.0046129	   0.0000254	  -0.0002412	   0.0003892	   0.0004586	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0307529
   0.0062038	  -0.0001190	   0.0003205	  -0.0001205	   0.0003625	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0413587
   0.0090505	   0.0004344	   0.0002666	  -0.0000510	   0.0005122	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0603487
   0.0051186	  -0.0001716	  -0.0000921	   0.0001067	   0.0002221	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0341239
   0.0060701	  -0.0003299	   0.0001115	  -0.0000125	   0.0003485	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0404671
   0.0075766	   0.0002691	   0.0001213	   0.0001360	   0.0003251	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0505109
   0.0046998	   0.0000842	   0.0004597	   0.0003086	   0.0005600	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0313923
   0.0067700	   0.0001672	  -0.0003784	  -0.0004379	   0.0006024	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0452360
   0.0051628	  -0.0001042	  -0.0003437	   0.0001143	   0.0003769	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0344186
   0.0044341	  -0.0003094	  -0.0001702	   0.0002388	   0.0004263	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0295606
   0.0051176	  -0.0003484	   0.0002910	  -0.0001213	   0.0004699	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0341175
   0.0053489	   0.0001526	  -0.0001733	  -0.0001623	   0.0002822	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0356596
   0.0058735	  -0.0001516	  -0.0005339	  -0.0000799	   0.0005608	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0392174
   0.0055658	  -0.0000427	  -0.0001783	  -0.0000199	   0.0001844	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0371053
   0.0051078	  -0.0000167	   0.0001245	   0.0001452	   0.0001920	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0340523
   0.0065764	   0.0003954	  -0.0001358	   0.0002085	   0.0004672	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0438425
   0.0044219	  -0.0003731	   0.0001123	   0.0001694	   0.0004249	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0294791
   0.0061937	  -0.0002735	   0.0006536	  -0.0005588	   0.0009023	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0416934
   0.0055063	   0.0000895	   0.0001697	   0.0000785	   0.0002073	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0367084
   0.0054890	   0.0002332	  -0.0003324	  -0.0000334	   0.0004074	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0365933
   0.0057675	  -0.0000782	   0.0005205	  -0.0003195	   0.0006157	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0385659
   0.0068180	  -0.0001807	  -0.0003329	   0.0001222	   0.0003980	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0454536
   0.0072919	   0.0003734	  -0.0002074	   0.0001826	   0.0004645	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0486124
   0.0050468	   0.0001590	  -0.0001385	   0.0002674	   0.0003405	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0336450
   0.0080957	  -0.0003771	  -0.0002372	   0.0001885	   0.0004837	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0539717
   0.0049308	   0.0002647	  -0.0003586	   0.0002004	   0.0004887	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0328721
   0.0049880	   0.0002054	  -0.0000904	   0.0001573	   0.0002741	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0332533
   0.0042148	   0.0001731	   0.0001699	   0.0003564	   0.0004311	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0280985
   0.0046754	  -0.0000781	  -0.0004027	   0.0001841	   0.0004496	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0311694
   0.0048664	  -0.0003801	   0.0001680	   0.0001558	   0.0004438	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0324426
   0.0046863	   0.0003393	  -0.0001982	   0.0001857	   0.0004347	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0312420
   0.0048498	  -0.0002386	  -0.0001060	   0.0003408	   0.0004294	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0323322
   0.0056567	  -0.0001838	  -0.0000122	   0.0002169	   0.0002846	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0377113
   0.0045916	   0.0000719	  -0.0002233	   0.0002246	   0.0003248	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0306107
   0.0052358	  -0.0002253	   0.0001025	   0.0000612	   0.0002550	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0349055
   0.0052750	  -0.0001681	  -0.0003521	  -0.0000543	   0.0003939	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0351665
   0.0079471	   0.0002003	   0.0000496	   0.0002131	   0.0002966	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0529804
   0.0053729	  -0.0001483	  -0.0002160	  -0.0002437	   0.0003578	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0358194
   0.0049052	  -0.0000835	  -0.0003455	  -0.0000249	   0.0003564	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0327014
   0.0044636	   0.0000921	  -0.0001721	   0.0002290	   0.0003009	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0297575
   0.0058033	   0.0001706	   0.0007645	  -0.0000076	   0.0007833	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0389719
   0.0051686	  -0.0004127	  -0.0001723	  -0.0001414	   0.0004691	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0344574
   0.0068182	   0.0004013	   0.0001129	  -0.0001484	   0.0004425	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0454545
   0.0061588	  -0.0002288	   0.0001275	  -0.0002390	   0.0003546	   0.0000000	   0.0000000	  -0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0410586
   0.0052684	   0.0002223	  -0.0002032	   0.0000847	   0.0003129	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0351227
   0.0074598	   0.0003630	   0.0001594	   0.0001961	   0.0004423	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0497323
   0.0041923	   0.0002513	   0.0000784	   0.0001918	   0.0003257	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0279489
   0.0045397	  -0.0001721	   0.0001298	   0.0002396	   0.0003223	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0302646
   0.0052181	  -0.0000718	  -0.0003126	  -0.0003751	   0.0004936	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0347875
   0.0047358	  -0.0004478	   0.0002418	   0.0001739	   0.0005379	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0316101
   0.0053243	  -0.0005562	  -0.0000202	  -0.0001099	   0.0005673	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0355626
   0.0050066	  -0.0001341	   0.0001025	  -0.0001382	   0.0002181	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0333773
   0.0052820	   0.0000425	  -0.0001473	  -0.0000405	   0.0001585	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0352134
   0.0052838	   0.0000920	   0.0002809	   0.0001974	   0.0003554	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0352253
   0.0065509	   0.0003079	  -0.0001229	  -0.0004104	   0.0005276	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0437003
   0.0043862	  -0.0006800	   0.0003578	  -0.0002452	   0.0008066	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	   0.0000000	  -0.0295480
